Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),price(in lakhs)_Scaled
1137,2016 Hyundai Grand i10 Asta,Jun-16,Third Party,Petrol,5,37552.0,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,5.32,-0.04611881412633463
1138,2019 Tata Nexon 1.2 Revotron XZ Plus,Oct-19,Comprehensive,Petrol,5,84000.0,First Owner,Manual,2019,17.0,1198.0,1198.0,1085.0,8.7,-0.045144110662879544
1139,2016 Honda Amaze S i-Vtech,Mar-16,Third Party,Petrol,5,63420.0,First Owner,Manual,2016,18.0,1198.0,1198.0,867.0,5.11,-0.04617937262554338
1140,2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,Jan-18,Third Party,Petrol,5,68888.0,Second Owner,Manual,2017,18.9,1197.0,1197.0,8186.0,4.39,-0.04638700176568766
1141,2013 Maruti Swift ZDi,Nov-13,Comprehensive,Diesel,5,104255.0,First Owner,Manual,2013,22.9,1248.0,1248.0,74.0,4.5,-0.046355280647054506
1142,2018 Honda Brio 1.2 S Option MT,Jul-18,Third Party,Petrol,5,47877.0,First Owner,Manual,2018,18.5,1198.0,1198.0,868.0,4.72,-0.0462918384097882
1143,2016 Mercedes-Benz C-Class C 200 AVANTGARDE,Apr-16,Comprehensive,Petrol,5,61000.0,Second Owner,Automatic,2016,14.74,1991.0,1991.0,18104.0,27.9,-0.039607333592365436
1144,2016 Honda Jazz 1.5 V i DTEC,Oct-16,Third Party insurance,Diesel,5,83337.0,First Owner,Manual,2016,27.3,1498.0,1498.0,986.0,4.64,-0.04631490831424868
1145,2016 Honda Brio S MT,Dec-16,Third Party,Petrol,5,61836.0,First Owner,Manual,2016,19.4,1198.0,1198.0,868.0,4.06,-0.046482165121587114
1146,2015 Volkswagen Vento 1.2 TSI Highline AT,Nov-15,Comprehensive,Petrol,5,68001.0,First Owner,Automatic,2015,18.19,1197.0,1197.0,1032.0,5.9,-0.04595155731899618
1147,2022 Maruti Baleno Zeta BSVI,Feb-23,Zero Dep,Petrol,5,39813.0,First Owner,Manual,2022,22.35,1197.0,1197.0,8850.0,7.87,-0.04538346092165697
1148,2018 Honda Amaze VX i-VTEC,Oct-18,Comprehensive,Petrol,5,74000.0,First Owner,Manual,2018,17.8,1198.0,1198.0,867.0,6.9,-0.04566318351324024
1149,2013 Honda Brio V MT,Oct-13,Comprehensive,Petrol,5,87000.0,First Owner,Manual,2013,19.4,1198.0,1198.0,868.0,3.5,-0.04664365445281045
1150,2016 Hyundai i20 Sportz Option 1.2,Aug-16,Third Party insurance,Petrol,5,71000.0,First Owner,Manual,2016,18.6,1197.0,1197.0,8183.0,6.6,-0.045749695654967025
1151,2018 Mercedes-Benz GLE 250d,Oct-18,Comprehensive,Diesel,5,102000.0,First Owner,Automatic,2018,17.9,2143.0,2143.0,20115.0,43.5,-0.03510870222257273
1152,2010 Mitsubishi Outlander 2.4,2010,Third Party insurance,Petrol,5,110000.0,Third Owner,Automatic,2010,11.3,2360.0,2360.0,170.0,6.5,-0.04577853303554262
1153,2019 Tata Tiago 1.2 Revotron XZ Plus,Oct-19,Comprehensive,Petrol,5,75000.0,First Owner,Manual,2019,23.84,1199.0,1199.0,84.0,5.7,-0.04600923208014737
1154,2017 Maruti Ciaz VDi Plus SHVS,Jan-17,Third Party insurance,Diesel,5,62000.0,First Owner,Manual,2017,28.09,1248.0,1248.0,885.0,7.1,-0.045605508752089054
1155,2014 Hyundai i10 Magna 1.2 iTech SE,May-14,Third Party insurance,Petrol,5,49000.0,First Owner,Manual,2014,1197.0,789.0,789.0,1117.0,4.4,-0.046384118027630095
1156,2016 Maruti Ciaz ZXi,Apr-17,Comprehensive,Petrol,5,76792.0,First Owner,Manual,2016,20.73,1373.0,1373.0,911.0,6.37,-0.04581602163029089
1157,2014 Honda Brio S MT,Jul-14,Comprehensive,Petrol,5,34445.0,First Owner,Manual,2014,19.4,1198.0,1198.0,868.0,4.24,-0.046430257836551046
1158,2012 Hyundai i10 Magna 1.1 iTech SE,Apr-12,Comprehensive,Petrol,5,64000.0,First Owner,Manual,2012,1086.0,6805.0,6805.0,9904.0,3.2,-0.046730166594537235
1159,2016 Maruti Swift Dzire VXI,Jul-16,Third Party,Petrol,5,109405.0,First Owner,Manual,2016,22.41,1197.0,1197.0,8850.0,5.2,-0.04615341898302534
1160,2015 Honda Jazz 1.2 VX i VTEC,Oct-15,Comprehensive,Petrol,5,118146.0,First Owner,Manual,2015,18.7,1199.0,1199.0,887.0,4.61,-0.04632355952842135
1161,2022 Tata Punch Creative AMT BSVI,Aug-22,Comprehensive,Petrol,5,9000.0,First Owner,Automatic,2022,18.8,1199.0,1199.0,8663.0,8.75,-0.04512969197259174
1162,2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,Aug-17,Zero Dep,Petrol,5,41339.0,Second Owner,Automatic,2017,18.9,1197.0,1197.0,8186.0,5.87,-0.04596020853316886
1163,2022 BMW 2 Series 220i M Sport BSVI,Sep-22,Comprehensive,Petrol,5,22000.0,Second Owner,Automatic,2022,14.82,1998.0,1998.0,18908.0,33.5,-0.037992440280132156
1164,2017 Honda WR-V i-VTEC VX,Jan-18,Comprehensive,Petrol,5,62607.0,First Owner,Manual,2017,17.5,1199.0,1199.0,887.0,7.21,-0.045573787633455896
1165,2020 Maruti Baleno Delta,Mar-20,Zero Dep,Petrol,5,52794.0,First Owner,Manual,2020,21.01,1197.0,1197.0,8180.0,6.77,-0.04570067210798851
1166,2022 Mercedes-Benz E-Class Exclusive E 200 BSVI,Nov-22,Comprehensive,Petrol,5,10000.0,First Owner,Automatic,2022,15.0,1991.0,1991.0,19444.0,67.5,-0.0281877308844301
1167,2022 Renault Triber RXL BSVI,Jun-22,Third Party,Petrol,7,33864.0,First Owner,Manual,2022,20.0,999.0,999.0,7101.0,5.86,-0.04596309227122642
1168,2012 Hyundai Elantra CRDi SX AT,Oct-12,Third Party insurance,Diesel,5,73000.0,Second Owner,Automatic,2012,19.5,1582.0,1582.0,12624.0,4.25,-0.04642737409849349
1169,2017 Maruti Baleno Delta,Nov-17,Third Party,Petrol,5,70000.0,First Owner,Manual,2017,21.01,1197.0,1197.0,8180.0,4.75,-0.04628318719561552
1170,2017 Honda BR-V i-DTEC S MT,Jun-17,Comprehensive,Diesel,7,67754.0,Second Owner,Manual,2017,21.9,1498.0,1498.0,986.0,6.15,-0.045879463867557195
1171,2011 Maruti Wagon R LX Minor,2011,Third Party insurance,Petrol,5,60000.0,998 cc,2011,Power Steering,998.0,671.0,671.0,90.0,1.7,-0.04716272730317115
1172,2010 Nissan Micra XL,Nov-10,Comprehensive,Petrol,5,69000.0,First Owner,Manual,2010,18.06,1198.0,1198.0,75.0,2.5,-0.04693202825856639
1173,2018 Mahindra XUV500 W7 BSIV,Jan-19,Third Party insurance,Diesel,7,78000.0,First Owner,Manual,2018,15.1,2179.0,2179.0,15287.0,10.25,-0.04469713126395783
1174,2009 Maruti Alto 800 LXi BSIII,2009,Third Party insurance,Petrol,5,70000.0,Third Owner,Manual,2009,796.0,463.0,463.0,62.0,1.4,-0.04724923944489792
1175,2017 Maruti Ertiga SHVS VDI,Jun-17,Third Party insurance,Diesel,7,83000.0,First Owner,Manual,2017,24.52,1248.0,1248.0,885.0,7.8,-0.04540364708805989
1176,2020 Hyundai Grand i10 Nios AMT Sportz,Aug-20,Comprehensive,Petrol,5,17778.0,First Owner,Automatic,2020,20.7,1197.0,1197.0,8186.0,7.04,-0.04562281118043441
1177,2021 Hyundai Grand i10 Nios AMT Sportz,Sep-21,Third Party,Petrol,5,16499.0,First Owner,Automatic,2021,20.7,1197.0,1197.0,8186.0,7.14,-0.04559397379985882
1178,2012 Renault Scala Diesel RxZ,2012,Third Party insurance,Diesel,5,120000.0,First Owner,Manual,2012,21.64,1461.0,1461.0,848.0,2.25,-0.04700412171000538
1179,2016 Honda Jazz 1.2 V i VTEC,Feb-16,Comprehensive,Petrol,5,33364.0,First Owner,Manual,2016,18.7,1199.0,1199.0,887.0,4.79,-0.04627165224338528
1180,2016 Hyundai Grand i10 Sportz,May-16,Comprehensive,Petrol,5,64784.0,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,4.26,-0.04642449036043593
1181,2014 Mercedes-Benz E-Class E 200 CGI,Nov-14,Comprehensive,Petrol,5,59000.0,First Owner,Automatic,2014,12.0,1991.0,1991.0,184.0,19.9,-0.041914324038412984
1182,2014 Hyundai i10 Magna 1.1L,Nov-14,Third Party,Petrol,5,29584.0,First Owner,Manual,2014,1086.0,6805.0,6805.0,9904.0,3.7,-0.046585979691659264
1183,2013 Nissan Sunny Petrol Special Edition,2013,Third Party insurance,Petrol,5,80000.0,Third Owner,Manual,2013,16.95,1498.0,1498.0,977.0,3.0,-0.04678784135568842
1184,2011 Honda City 1.5 S MT,Apr-11,Third Party,Petrol,5,87217.0,First Owner,Manual,2011,17.0,1497.0,1497.0,1186600.0,3.73,-0.04657732847748658
1185,2017 Tata Tiago 1.2 Revotron XT,Feb-18,Third Party,Petrol,5,77482.0,Second Owner,Manual,2017,23.84,1199.0,1199.0,84.0,3.99,-0.04650235128799003
1186,2018 Honda Jazz 1.2 V AT i VTEC,Oct-18,Comprehensive,Petrol,5,60000.0,First Owner,Automatic,2018,19.0,1199.0,1199.0,887.0,6.25,-0.045850626486981606
1187,2020 Tata Tiago XZ,Nov-20,Third Party insurance,Petrol,5,34312.0,First Owner,Manual,2020,20.09,1199.0,1199.0,8482.0,5.57,-0.046046720674895646
1188,2021 Tata Tiago XZA Plus AMT BSVI,Aug-21,Third Party,Petrol,5,53000.0,First Owner,Automatic,2021,19.0,1199.0,1199.0,8482.0,6.5,-0.04577853303554262
1189,2017 Honda Amaze VX CVT i-VTEC,Oct-17,Comprehensive,Petrol,5,45000.0,First Owner,Automatic,2017,18.1,1199.0,1199.0,887.0,5.75,-0.04599481338985958
1190,2019 Honda Amaze VX i-VTEC,Oct-19,Comprehensive,Petrol,5,23000.0,First Owner,Manual,2019,17.8,1198.0,1198.0,867.0,6.9,-0.04566318351324024
1191,2015 Maruti Swift Dzire VXI 1.2,Nov-15,Comprehensive,Petrol,5,80001.0,First Owner,Manual,2015,21.21,1197.0,1197.0,8180.0,4.9,-0.04623993112475212
1192,2015 Maruti Swift Dzire VDI,Nov-15,Comprehensive,Diesel,5,62000.0,First Owner,Manual,2015,28.4,1248.0,1248.0,7402.0,5.5,-0.04606690684129856
1193,2020 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Jul-20,Third Party insurance,Petrol,5,57000.0,First Owner,Automatic,2020,14.8,1497.0,1497.0,12136.0,8.5,-0.04520178542403073
1194,2015 Honda Brio S MT,Dec-15,Comprehensive,Petrol,5,21000.0,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.9,-0.046528304930508066
1195,2013 Maruti Swift VXI,May-13,Third Party,Petrol,5,43415.0,First Owner,Manual,2013,22.38,1197.0,1197.0,8850.0,4.08,-0.046476397645472
1196,2017 Hyundai i20 Asta Option 1.4 CRDi,Jul-17,Third Party,Diesel,5,24412.0,First Owner,Manual,2017,22.54,1396.0,1396.0,8873.0,7.58,-0.0454670893253262
1197,2021 Kia Carnival Premium,Sep-21,Zero Dep,Diesel,7,45000.0,First Owner,Automatic,2021,14.11,2199.0,2199.0,1972.0,25.9,-0.04018408120387732
1198,2015 Hyundai Grand i10 Magna,Mar-15,Third Party,Petrol,5,24020.0,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.8,-0.04626876850532772
1199,2018 Maruti Swift Dzire VXI 1.2,Dec-18,Third Party insurance,Petrol,5,70251.0,Second Owner,Manual,2018,21.21,1197.0,1197.0,8180.0,5.33,-0.04611593038827707
1200,2018 Honda City VX CVT,Jul-18,Comprehensive,Petrol,5,44000.0,First Owner,Automatic,2018,18.4,1498.0,1498.0,11935.0,9.9,-0.04479806209597241
1201,2021 Maruti Alto 800 LXI S-CNG,Apr-21,Comprehensive,CNG,4,86212.0,First Owner,Manual,2021,796.0,4036.0,4036.0,60.0,4.2,-0.046441792788781286
1202,2018 Hyundai Verna VTVT 1.6 AT SX Option,Dec-18,Third Party insurance,Petrol,5,64000.0,First Owner,Automatic,2018,17.0,1591.0,1591.0,1213.0,9.5,-0.044913411618274786
1203,2015 Hyundai Grand i10 Magna,Jul-15,Third Party insurance,Petrol,5,39458.0,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.65,-0.04631202457619111
1204,2012 Maruti Swift VDI,May-13,Third Party insurance,Diesel,5,70598.0,First Owner,Manual,2012,22.9,1248.0,1248.0,74.0,3.56,-0.046626352024465086
1205,2017 Honda Amaze S Option i-VTEC,Oct-17,Comprehensive,Petrol,5,94000.0,First Owner,Manual,2017,17.8,1198.0,1198.0,867.0,4.75,-0.04628318719561552
1206,2016 Hyundai Grand i10 Magna,Aug-16,Third Party insurance,Petrol,5,48325.0,First Owner,Manual,2016,1197.0,82.0,82.0,114.0,4.3,-0.04641295540820569
1207,2016 Toyota Corolla Altis VL AT,Nov-16,Comprehensive,Petrol,5,66000.0,Second Owner,Automatic,2016,14.28,1798.0,1798.0,13803.0,6.5,-0.04577853303554262
1208,2015 Honda City i DTEC V,Nov-15,Comprehensive,Diesel,5,86001.0,First Owner,Manual,2015,26.0,1498.0,1498.0,986.0,5.75,-0.04599481338985958
1209,2014 Toyota Corolla Altis G AT,Nov-14,Comprehensive,Petrol,5,62000.0,First Owner,Automatic,2014,14.28,1798.0,1798.0,13803.0,6.9,-0.04566318351324024
1210,2016 Hyundai Verna 1.4 VTVT,Nov-16,Comprehensive,Petrol,5,50000.0,First Owner,Manual,2016,17.43,1396.0,1396.0,1055.0,6.25,-0.045850626486981606
1211,2016 Hyundai Creta 1.6 SX Diesel,Oct-16,Comprehensive,Diesel,5,79000.0,First Owner,Manual,2016,20.5,1582.0,1582.0,1262.0,9.25,-0.04498550506971377
1212,2017 Maruti Swift Dzire AMT ZDI Plus,Nov-17,Comprehensive,Diesel,5,74002.0,First Owner,Automatic,2017,28.4,1248.0,1248.0,7402.0,6.75,-0.045706439584103635
1213,2014 Mercedes-Benz S-Class S 500 L,Nov-14,Comprehensive,Petrol,5,74000.0,First Owner,Automatic,2014,7.81,5461.0,5461.0,3629.0,52.9,-0.03239798844846686
1214,2015 Hyundai Verna 1.6 CRDi S Option,Oct-15,Third Party,Diesel,5,65000.0,Second Owner,Manual,2015,23.9,1582.0,1582.0,12632.0,5.9,-0.04595155731899618
1215,2021 Hyundai i20 Asta Opt BSVI,Oct-21,Comprehensive,Petrol,5,39718.0,Second Owner,Manual,2021,21.0,1197.0,1197.0,8180.0,7.58,-0.0454670893253262
1216,2016 Hyundai Grand i10 Magna,Jan-17,Third Party,Petrol,5,67529.0,First Owner,Manual,2016,1197.0,82.0,82.0,114.0,4.5,-0.046355280647054506
1217,2016 Audi Q7 45 TDI Quattro Technology,2016,Third Party insurance,Diesel,7,110000.0,Second Owner,Automatic,2016,14.75,2967.0,2967.0,245.0,40.0,-0.03611801054271853
1218,2017 Maruti Baleno 1.2 Delta,Oct-17,Third Party insurance,Petrol,5,88281.0,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.01,-0.04620821000611897
1219,2016 Hyundai Grand i10 Magna,May-16,Third Party,Petrol,5,64160.0,Second Owner,Manual,2016,1197.0,82.0,82.0,114.0,4.12,-0.04646486269324176
1220,2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Oct-18,Comprehensive,Diesel,5,88000.0,First Owner,Automatic,2018,16.38,1995.0,1995.0,18246.0,15.5,-0.04318316878373913
1221,2017 Maruti Swift VXI,Jun-17,Zero Dep,Petrol,5,77253.0,First Owner,Manual,2017,22.38,1197.0,1197.0,8850.0,4.91,-0.04623704738669457
1222,2013 Audi A4 2.0 TDI,Oct-13,Comprehensive,Diesel,5,72000.0,First Owner,Automatic,2013,16.55,1968.0,1968.0,14751.0,11.9,-0.044221314484460525
1223,2012 Honda City S,Dec-12,Comprehensive,Petrol,5,102614.0,First Owner,Manual,2012,16.8,1497.0,1497.0,1164.0,4.01,-0.046496583811874916
1224,2017 Honda City i VTEC SV,Oct-17,Comprehensive,Petrol,5,78911.0,Second Owner,Manual,2017,17.8,1497.0,1497.0,1173.0,6.37,-0.04581602163029089
1225,2015 BMW X5 xDrive 30d,Aug-15,Comprehensive,Diesel,5,99000.0,First Owner,Automatic,2015,15.3,2993.0,2993.0,258.0,28.9,-0.03931895978660949
1226,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,May-17,Third Party,Petrol,5,47975.0,Second Owner,Manual,2017,18.9,1197.0,1197.0,8186.0,4.96,-0.04622262869640677
1227,2018 Mercedes-Benz C-Class C 220d Avantgarde Edition C,Oct-18,Comprehensive,Diesel,5,56000.0,First Owner,Automatic,2018,19.27,2143.0,2143.0,16762.0,29.5,-0.03914593550315593
1228,2014 Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,Third Party insurance,Diesel,7,121000.0,First Owner,Automatic,2014,11.3,2987.0,2987.0,2548.0,35.0,-0.03755987957149824
1229,2015 Mercedes-Benz M-Class ML 250 CDI,Mar-15,Comprehensive,Diesel,5,78000.0,First Owner,Automatic,2015,15.26,2143.0,2143.0,2032.0,23.9,-0.040760828815389206
1230,2015 BMW X6 xDrive 40d M Sport,Jun-15,Comprehensive,Diesel,5,75000.0,Second Owner,Automatic,2015,15.87,2993.0,2993.0,30843.0,32.9,-0.03816546456358572
1231,2020 Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,Oct-20,Comprehensive,Diesel,5,44000.0,First Owner,Automatic,2020,1999.0,2454.0,2454.0,430.0,53.5,-0.0322249641650133
1232,2019 Maruti Celerio ZXI AMT BSIV,Mar-19,Comprehensive,Petrol,5,42000.0,First Owner,Automatic,2019,23.1,998.0,998.0,6704.0,4.5,-0.046355280647054506
1233,2017 Maruti Ciaz 1.3 Alpha,2017,Third Party insurance,Diesel,5,32141.0,1248 cc,2017,Power Steering,1248.0,885.0,885.0,200.0,6.0,-0.04592271993842059
1234,2018 Maruti Baleno 1.2 CVT Alpha,2018,Third Party insurance,Petrol,5,60000.0,Third Owner,Automatic,2018,21.4,1197.0,1197.0,831.0,5.1,-0.04618225636360094
1235,2015 Hyundai Grand i10 Magna,Aug-15,Third Party insurance,Petrol,5,64657.0,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.02,-0.046493700073817354
1236,2018 Honda Jazz 1.2 V AT i VTEC,May-18,Comprehensive,Petrol,5,100657.0,First Owner,Automatic,2018,19.0,1199.0,1199.0,887.0,5.67,-0.04601788329432006
1237,2018 Hyundai Creta 1.6 VTVT AT SX Plus,Jun-18,Comprehensive,Petrol,5,32000.0,First Owner,Automatic,2018,13.0,1591.0,1591.0,1213.0,10.9,-0.04450968829021647
1238,2012 Honda Brio S MT,Sep-12,Third Party,Petrol,5,50570.0,First Owner,Manual,2012,19.4,1198.0,1198.0,868.0,2.8,-0.046845516116839604
1239,2016 Hyundai Grand i10 Asta,Mar-16,Third Party,Petrol,5,42392.0,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,5.13,-0.04617360514942826
1240,2014 Ford Ecosport 1.5 DV5 MT Titanium,Aug-14,Third Party insurance,Diesel,5,78000.0,Second Owner,Manual,2014,22.7,1498.0,1498.0,8984.0,3.75,-0.04657156100137146
1241,2015 Hyundai Grand i10 Magna,Mar-16,Third Party,Petrol,5,62155.0,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.19,-0.04644467652683885
1242,2007 Maruti SX4 Vxi BSIII,2007,Third Party insurance,Petrol,5,100000.0,Second Owner,Manual,2007,15.0,1586.0,1586.0,10468.0,1.55,-0.04720598337403453
1243,2016 Hyundai i20 Asta Option 1.4 CRDi,Mar-16,Comprehensive,Diesel,5,94822.0,Third Owner,Manual,2016,22.54,1396.0,1396.0,8873.0,5.43,-0.046087093007701474
1244,2016 Hyundai EON Era Plus,Dec-16,Third Party insurance,Petrol,5,59422.0,First Owner,Manual,2016,814.0,552.0,552.0,745.0,2.91,-0.046813794998206454
1245,2020 Kia Seltos HTX IVT,Oct-20,Comprehensive,Petrol,5,82000.0,First Owner,Automatic,2020,1497.0,11343.0,11343.0,144.0,13.9,-0.04364456687294864
1246,2017 Hyundai Verna VTVT 1.6 AT SX Option,Feb-18,Third Party,Petrol,5,70727.0,Second Owner,Automatic,2017,17.0,1591.0,1591.0,1213.0,9.12,-0.045022993664462045
1247,2020 Kia Seltos HTX IVT,Oct-20,Comprehensive,Petrol,5,79000.0,First Owner,Automatic,2020,1497.0,11343.0,11343.0,144.0,12.9,-0.04393294067870458
1248,2014 Renault Duster 110PS Diesel RxL,2014,Third Party insurance,Diesel,5,120000.0,Second Owner,Manual,2014,19.01,1461.0,1461.0,10845.0,3.45,-0.04665807314309825
1249,2012 Renault Scala Diesel RxZ,2012,Third Party insurance,Diesel,5,120000.0,First Owner,Manual,2012,21.64,1461.0,1461.0,848.0,2.25,-0.04700412171000538
1250,2013 Hyundai Elantra CRDi Base,2013,Third Party insurance,Diesel,5,120000.0,Third Owner,Manual,2013,22.7,1582.0,1582.0,12624.0,4.0,-0.04649946754993248
1251,2016 Mahindra TUV 300 T8 AMT,Nov-16,Comprehensive,Diesel,7,70000.0,First Owner,Automatic,2016,18.49,1493.0,1493.0,100.0,6.15,-0.045879463867557195
1252,2017 BMW X1 sDrive20d Expedition,Aug-17,Comprehensive,Diesel,5,61000.0,First Owner,Automatic,2017,20.68,1995.0,1995.0,188.0,19.75,-0.041957580109276374
1253,2014 Honda Amaze EX i-Vtech,Nov-14,Comprehensive,Petrol,5,92000.0,First Owner,Manual,2014,18.0,1198.0,1198.0,867.0,3.6,-0.04661481707223485
1254,2016 Honda BR-V i-VTEC S MT,Jan-16,Third Party insurance,Petrol,7,58857.0,First Owner,Manual,2016,15.4,1497.0,1497.0,1173.0,6.5,-0.04577853303554262
1255,2016 Maruti Wagon R VXI BS IV,Jun-16,Comprehensive,Petrol,5,68237.0,First Owner,Manual,2016,20.51,998.0,998.0,6704.0,3.89,-0.046531188668565635
1256,2021 Maruti Baleno Zeta,Jul-21,Zero Dep,Petrol,5,31237.0,First Owner,Manual,2021,21.01,1197.0,1197.0,8180.0,7.27,-0.04555648520511054
1257,2017 Hyundai Xcent 1.2 VTVT E Plus,Dec-17,Third Party insurance,Petrol,5,45000.0,First Owner,Manual,2017,20.14,1197.0,1197.0,8186.0,4.95,-0.04622551243446433
1258,2012 Maruti Swift VDI,Jun-12,Third Party,Diesel,5,93027.0,First Owner,Manual,2012,22.9,1248.0,1248.0,74.0,3.71,-0.046583095953601696
1259,2014 Maruti Swift Dzire VDI,Jun-14,Third Party,Diesel,5,122688.0,Second Owner,Manual,2014,23.4,1248.0,1248.0,74.0,4.22,-0.04643602531266617
1260,2020 Honda Amaze S i-DTEC,Nov-20,Comprehensive,Diesel,5,53000.0,First Owner,Manual,2020,25.8,1498.0,1498.0,986.0,6.75,-0.045706439584103635
1261,2019 Maruti Celerio X ZXI,Mar-19,Zero Dep,Petrol,5,60464.0,First Owner,Manual,2019,21.63,998.0,998.0,6705.0,4.6,-0.04632644326647891
1262,2023 Nissan Magnite XV Premium,2023,Third Party insurance,Petrol,5,10000.0,999 cc,2023,Power Steering,999.0,7102.0,7102.0,96.0,8.5,-0.04520178542403073
1263,2014 Honda City i VTEC SV,Apr-14,Third Party,Petrol,5,40171.0,First Owner,Manual,2014,17.4,1497.0,1497.0,1173.0,5.17,-0.04616207019719803
1264,2018 Honda Amaze S i-VTEC,Feb-19,Third Party,Petrol,5,122223.0,First Owner,Manual,2018,17.8,1198.0,1198.0,867.0,5.8,-0.045980394699571776
1265,2010 Hyundai i10 Magna 1.1,Aug-10,Third Party insurance,Petrol,5,44000.0,First Owner,Manual,2010,1086.0,6805.0,6805.0,9904.0,2.4,-0.04696086563914198
1266,2015 Hyundai Grand i10 AT Asta,Nov-15,Third Party,Petrol,5,77299.0,Second Owner,Automatic,2015,18.9,1197.0,1197.0,82.0,4.79,-0.04627165224338528
1267,2019 Tata Harrier XT Plus,Oct-19,Comprehensive,Diesel,5,39000.0,First Owner,Manual,2019,16.35,1956.0,1956.0,16767.0,13.95,-0.043630148182660845
1268,2018 Jeep Compass 2.0 Limited,2018,Third Party insurance,Diesel,5,120000.0,Second Owner,Manual,2018,17.1,1956.0,1956.0,170.0,11.0,-0.04448085090964087
1269,2022 MG Astor Sharp EX BSVI,Sep-22,Zero Dep,Petrol,5,29000.0,First Owner,Manual,2022,15.43,1498.0,1498.0,10849.0,12.9,-0.04393294067870458
1270,2017 Honda Jazz 1.2 S i VTEC,Jun-17,Comprehensive,Petrol,5,60000.0,First Owner,Manual,2017,18.7,1199.0,1199.0,887.0,4.75,-0.04628318719561552
1271,2017 Hyundai i20 1.4 Asta,Nov-17,Comprehensive,Diesel,5,80000.0,First Owner,Manual,2017,22.54,1396.0,1396.0,8873.0,6.9,-0.04566318351324024
1272,2015 Ford Ecosport 1.5 Diesel Titanium,Oct-15,Comprehensive,Diesel,5,78000.0,First Owner,Manual,2015,21.7,1498.0,1498.0,9896.0,5.5,-0.04606690684129856
1273,2016 Honda Amaze S Diesel,Feb-16,Comprehensive,Diesel,5,58000.0,First Owner,Manual,2016,24.7,1498.0,1498.0,9789.0,5.5,-0.04606690684129856
1274,2015 Hyundai Grand i10 CRDi Magna,Nov-15,Third Party insurance,Diesel,5,67000.0,First Owner,Manual,2015,1120.0,70.0,70.0,160.0,4.25,-0.04642737409849349
1275,2014 Maruti Swift LXI,May-14,Comprehensive,Petrol,5,44019.0,Second Owner,Manual,2014,18.6,1197.0,1197.0,858.0,3.15,-0.04674458528482502
1276,2021 Maruti Celerio ZXI Plus BSVI,Dec-21,Comprehensive,Petrol,5,11962.0,First Owner,Manual,2021,24.97,998.0,998.0,6571.0,5.69,-0.046012115818204934
1277,2009 Maruti Alto 800 LXi,May-09,Comprehensive,Petrol,5,44002.0,Third Owner,Manual,2009,19.7,796.0,796.0,463.0,95000.0,27.34785858404162
1278,2020 Maruti Alto 800 VXI BSVI,Oct-20,Comprehensive,Petrol,5,13066.0,First Owner,Manual,2020,22.05,796.0,796.0,4733.0,3.69,-0.04658886342971682
1279,2016 Hyundai Grand i10 Sportz,Oct-16,Comprehensive,Petrol,5,36015.0,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,3.61,-0.04661193333417729
1280,2021 Hyundai i20 Sportz IVT BSVI,Nov-21,Third Party insurance,Petrol,5,14000.0,Second Owner,Automatic,2021,19.65,1197.0,1197.0,8676.0,6.99,-0.045637229870722204
1281,2020 Maruti Wagon R CNG LXI,Nov-20,Comprehensive,CNG,5,11880.0,First Owner,Manual,2020,998.0,5833.0,5833.0,78.0,4.74,-0.046286070933673075
1282,2009 Hyundai i10 Era,Jan-09,Comprehensive,Petrol,5,35000.0,Second Owner,Manual,2009,1086.0,6805.0,6805.0,9904.0,2.25,-0.04700412171000538
1283,2015 Maruti Ertiga LDI,Feb-15,Comprehensive,Diesel,7,65018.0,First Owner,Manual,2015,1248.0,8850.0,8850.0,200.0,4.75,-0.04628318719561552
1284,2020 Maruti Alto 800 VXI BSVI,Nov-20,Comprehensive,Petrol,5,28061.0,First Owner,Manual,2020,22.05,796.0,796.0,4733.0,3.43,-0.04666384061921336
1285,2019 Renault Duster RXS Option CVT BSIV,Dec-19,Third Party insurance,Petrol,5,40300.0,First Owner,Automatic,2019,13.9,1498.0,1498.0,105.0,6.5,-0.04577853303554262
